idEstado,idHojaVida,idHVPosgrado,intItemPosgrado,strAnioPosgrado,strCenEstudioPosgrado,strConcluidoPosgrado,strEgresadoPosgrado,strEsDoctor,strEsMaestro,strEspecialidadPosgrado,strTengoPosgrado,strUsuario,strComentario
1,136168,132464,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135740,132038,1,,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO,1,1,0,2,MAESTRIA EN CIENCIAS DE LA ING. MECANICA ELECTRICA CON MENCION EN ENERGIA,1,,EGRESADO DE MAESTRIA EN DOCENCIA UNIVERSITARIA DE LA UNIVERSIDAD CESAR VALLEJO  DIPLOMADO EN GESTION PUBLICA DE LA UNIVERSIDAD PEDRO RUIZ GALLO  DIPLOMADO EN GERENCIA DE PROYECTOS DE LA UNIVERSIDAD PEDRO RUIZ GALLO,2021-03-14 14:20:15
1,134975,131325,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134225,131497,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133997,130459,1,2013,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAGISTER EN EDUCACION CON MENCION EN DOCENCIA Y GESTION EDUCATIVA,1,,,2021-03-14 14:20:15
1,134977,131310,1,,UNIVERSIDAD NACIONAL DE TRUJILLO,1,1,0,2,MAESTRO EN CIENCIAS DE GESTION AMBIENTAL,1,,ACTUALMENTE ESTOY HACIENDO UN DOCTORADO EN CIENCIAS AMBIENTALES EN LA UNPRG LAMBAYEQUE,2021-03-14 14:20:15
1,135253,131555,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135258,131567,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135301,131605,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135313,131616,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135689,131982,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136123,133947,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136121,132413,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133866,130340,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137312,133591,1,,CENTRO DE ALTOS ESTUDIOS NACIONALES CAEN,1,1,0,2,DEFENSA Y DESARROLLO NACIONAL,1,,SE ENCUENTRA PENDIENTE MI PROPUESTA DE TESIS Y MI SUSTENTACION PARA EL GRADO DE MAGISTER,2021-03-14 14:20:15
1,133871,130347,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137980,134315,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137945,134322,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137967,134303,1,,UNIVERSIDAD PRIVADA JOSE CARLOS MARIATEGUI,2,0,0,0,MAESTRIA EN GESTION PUBLICA Y GOBERNABILIDAD,1,,,2021-03-14 14:20:15
1,135096,131503,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135182,131512,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135190,131516,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135191,131517,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136745,133026,1,2012,UNIVERSIDAD ALAS PERUANAS S.A.,1,1,1,0,DOCTOR EN DERECHO,1,,,2021-03-14 14:20:15
1,134595,130986,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134590,130982,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134303,130717,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134575,130972,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134579,130976,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135486,132011,1,,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA,1,1,0,2,MAESTRÍA EN DERECHO. MENCIÓN EN DERECHO CIVIL,1,,,2021-03-14 14:20:15
1,135574,133228,1,,TECH UNIVERSIDAD TECNOLÓGICA,2,0,0,0,NEUROLOGÍA PEDIATRICA Y NEURODESARROLLO,1,,,2021-03-14 14:20:15
1,136900,133210,1,,UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANAGA,1,1,0,2,MAESTRO ENSEÑANZA DE LA MATEMATICA,1,,,2021-03-14 14:20:15
1,134063,130526,1,2019,UNIVERSIDAD REY JUAN CARLOS  ,1,1,0,1,TÍTULO OFICIAL DE MÁSTER UNIVERSITARIO EN ALTA DIRECCIÓN,1,,,2021-03-14 14:20:15
1,134093,130560,1,,UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE,2,0,0,0,BIOETICA Y BIODERECHO,1,,ESTUDIOS EN CURSO,2021-03-14 14:20:15
1,134106,130563,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136166,132470,1,,UNIVERSIDAD NACIONAL DE SAN AGUSTIN,2,0,0,0,INGENIERIA INDUSTRIAL MENCION SEGURIDAD Y MEDIO AMBIENTE,1,,,2021-03-14 14:20:15
1,136284,133110,1,,UNIVERSIDAD CATÓLICA DE SANTA MARÍA,1,1,0,2,MAESTRIA EN DERECHO DE EMPRESA,1,,,2021-03-14 14:20:15
1,136200,132493,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136223,132528,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136259,133273,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134736,131129,1,,UNIVERSIDAD PARTICULAR CÉSAR VALLEJO,2,0,0,0,MAESTRIA EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,134004,130464,1,,UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO,1,1,0,2,MAESTRÍA EN DERECHO,1,,,2021-03-14 14:20:15
1,134702,131094,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134011,130530,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134727,131124,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133848,130320,1,2019,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,1,1,0,1,MAESTRO EN GOBIERNO Y GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,133891,130365,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133917,130399,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133936,130407,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134265,130701,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134849,131226,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134833,131213,1,,UNIVERSIDAD CESAR VALLEJO,2,0,0,0,MAESTRIA EN GESTIÓN PUBLICA,1,,,2021-03-14 14:20:15
1,135134,131551,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135192,132332,1,,UNIVERSIDAD NACIONAL DE UCAYALI,2,0,0,0,ESTUDIANTE DE POS GRADO,1,,ESTUDIANTE DE LA MAESTRÍA EN DERECHO CONSTITUCIONAL Y ADMINISTRATIVO - UNIVERSIDAD NACIONAL DE UCAYALI,2021-03-14 14:20:15
1,135202,131519,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135130,132310,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137258,133643,1,,UNIVERSIDAD NACIONAL DE LA AMAZONIA DEL PERU,1,2,0,0,EGRESADO DE LA MAESTRIA EN GESTIÓN PÚBLICA,1,,EN PROCESO DE SUSTENTACION PARA EL GRADO DE MAGISTER,2021-03-14 14:20:15
1,136414,132700,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136423,132709,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136940,133257,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136998,133401,1,,UNIVERSIDAD CATÓLICA SAN PABLO,1,1,0,2,DIPLOMADO PLANEAMIENTO TERRITORIAL Y ADMINISTRACIÓN PÚLICA,1,,,2021-03-14 14:20:15
1,137005,133352,1,,UNIVERSIDAD CONTINENTAL,2,0,0,0,GERENCIA PÚBLICA,1,,,2021-03-14 14:20:15
1,137064,133371,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137077,133384,1,,UNIVERSIDAD NACIONAL DE SAN AGUSTÍN,2,0,0,0,ADMINISTRACIÓN MBA MENCIÓN EN GERENCIA DE MARKETING Y VENTAS,1,,,2021-03-14 14:20:15
1,137311,133596,1,,SCUOLA SUPERIORE PER LA MEDIAZIONE LINGUISTICA,1,1,0,2,POST DIPLOMA EXPERTO PROYECTISTA CAD,1,,POST DIPLOMA QUE ES EL TITULO QUE OTORGAN,2021-03-14 14:20:15
1,137634,133950,1,,UNIVERSIDAD RICARDO PALMA,1,1,0,2,ADMINISTRACION DE NEGOCIOS,1,,,2021-03-14 14:20:15
1,134907,131252,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135457,131750,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135480,131776,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136316,132617,1,,UNIVERSIDAD SAN MARTIN DE PORRES,1,1,0,2,EGRESADO DE LA MAESTRIA EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,135502,131796,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135525,131819,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134081,130538,1,,UNIVERSIDAD NESTOR CACERES VELASQUEZ,1,2,0,0,MAESTRÍA EN GESTIÓN Y CONTROL DE GOBIERNOS LOCALES Y REGIONALES,1,,,2021-03-14 14:20:15
1,134125,130580,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134128,130583,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134180,130624,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134164,130612,1,,UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ,1,1,2,0,EGRESADO,1,,,2021-03-14 14:20:15
1,134798,131988,1,1997,UNIVERSIDAD COMPLUTENSE DE MADRID,1,1,0,1,MAGISTER UNIVERSITARIO DERECHO COMPARADO (TITULO PROPIO),1,,DOCTORANDO EN LA UNIVERSIDAD COMPLUTENSE DE MADRID (1996-1997),2021-03-14 14:20:15
1,134790,132726,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136355,132641,1,2017,UNIVERSITY OF MIAMI,1,1,1,0,GRADO DE DOCTOR EN FILOSOFÍA,1,,,2021-03-14 14:20:15
1,134792,132747,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136249,132549,1,,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,2,0,0,0,MAGISTER EN GOBIERNO Y POLITICAS PUBLICAS,1,,EN CURSO,2021-03-14 14:20:15
1,134793,131178,1,2012,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,1,1,0,1,MAGÍSTER EN DERECHO TRIBUTARIO,1,,,2021-03-14 14:20:15
1,134867,131966,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136154,132497,1,,UNIVERSIDAD DE VALLADOLID,1,1,2,0,-,1,,ESTUDIOS CONCLUIDOS Y SUFICIENCIA INVESTIGADORA APROBADA  PENDIENTE SUSTENTAR TESIS DE OBTENCIÓN DE GRADO,2021-03-14 14:20:15
1,136153,132447,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,2,0,0,0,"MAESTRÍA EN GÉNERO, SEXUALIDAD Y POLÍTICAS PÚBLICAS",1,,ESTUDIOS DE POSTGRADO NO CONCLUIDOS,2021-03-14 14:20:15
1,136152,132446,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136151,132445,1,2020,UNIVERSIDAD ESAN,1,1,0,1,MAGÍSTER EN GERENCIA DE SERVICIOS DE SALUD,1,,,2021-03-14 14:20:15
1,136150,132444,1,1999,UNIVERSIDAD PERUANA CAYETANO HEREDIA,1,1,0,1,MAESTRO EN SALUD PUBLICA,1,,,2021-03-14 14:20:15
1,136149,132443,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136028,132322,1,2012,UNIVERSITY OF SUSSEX – INSTITUTE OF DEVELOPMENT STUDIES (UK),1,1,0,1,MASTER ´S STUDIES: POSTGRADUATE CERTIFICATE IN DEVELOPMENT STUDIES,1,,,2021-03-14 14:20:15
1,136014,132301,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136361,132660,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135996,132289,1,,EUCIN BUSINESS SCHOOL,2,0,0,0,ESTUDIANTE,1,,ACTUALMENTE SE ENCUENTRA ESTUDIANDO LA MAESTRÍA DE GESTIÓN PÚBLICA,2021-03-14 14:20:15
1,135961,132262,1,,PONTIFICIA UNIVERSIDD CATOLICA DEL PERU,2,0,0,0,MAGISTER EN GERENCIA SOCIAL,1,,MAESTRIA EN GERENCIAL SOCIAL EN CURSO,2021-03-14 14:20:15
1,136167,132463,1,2011,UNIVERSIDAD SAN IGNACIO DE LOYOLA S.A.,1,1,0,1,MAGISTER EN ADMINISTRACION DE NEGOCIOS,1,,,2021-03-14 14:20:15
1,136190,132485,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136175,132516,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136177,132717,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,1,0,2,.-,1,,EGRESADA DE LA MAESTRÍA DE EDUCACIÓN CON MENCIÓN DE ACREDITACIÓN Y DE LA CALIDAD DE LA EDUCACIÓN,2021-03-14 14:20:15
1,136179,132471,1,1991,UNIVERSIDAD ESAN,1,1,0,1,MAGISTER EN ADMINISTRACION,1,,,2021-03-14 14:20:15
1,136113,132486,1,,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL,1,1,0,2,MAESTRIA EN DERECHO CON MENCION EN POLITICA FISCAL Y TRIBUTACION,1,,TAMBIEN CUENTO CON ESTUDIOS DE MAESTRIA EN GESTION PUBLICA POR LA UNIVERSIDAD DEL PACIFICO,2021-03-14 14:20:15
1,136097,132401,1,2018,INSTITUTO UNIVERSITARIO DE INVESTIGACION ORTEGA Y GASSET,1,1,0,1,MAGISTER EN POLITICA APLICADA Y PROCESOS POLITICOS,1,,,2021-03-14 14:20:15
1,136057,132371,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136031,132331,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136004,132302,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,2,0,0,MAESTRÍA EN DERECHO CONSTITUCIONAL Y DERECHOS HUMANOS,1,,PENDIENTE DE OBTENER GRADO,2021-03-14 14:20:15
1,136180,132767,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136591,132868,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,1,0,2,CIRUJANO GENERAL,1,,,2021-03-14 14:20:15
1,136114,132410,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136064,132380,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136098,132392,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137384,133834,1,1997,UNIVERSIDAD NACIONAL DE SAN AGUSTIN,1,1,0,1,EGRESADO,1,,1995-1997,2021-03-14 14:20:15
1,137175,133473,1,,USP UNIVERSIDAD DE SAN PADRO,1,1,0,2,DOCENCIA UNIVERSITARIA,1,,EN PROCESO DE GRADUACIÓN,2021-03-14 14:20:15
1,137788,134086,1,,NESTOR CÁCERES VELÁSQUEZ,1,1,0,2,INVESTIGACIÓN Y DOCENCIA EN EDUCACIÓN SUPERIOR,1,,,2021-03-14 14:20:15
1,137181,133477,1,,UNIVERSIDAD NACIONAL DE SAN AGUSTÍN,1,1,0,2,MAGISTER EN EDUCACIÓN SUPERIOR,1,,ACTUALMENTE TÍTULO EN TRÁMITE ELABORACIÓN DE TESIS,2021-03-14 14:20:15
1,136315,132608,1,,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,1,1,2,0,DOCTORADO EN DERECHO,1,,ESTUDIOS CONCLUIDOS EN EL 2009,2021-03-14 14:20:15
1,136063,132356,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135401,132160,1,2019,UNIVERSIDAD NACIONAL DE EDUCACION ENRRIQUE JUZMAN Y VALLE,1,1,1,0,DOCTORA,1,,,2021-03-14 14:20:15
1,135221,131528,1,,UNIVERSIDAD ESAN,1,1,2,0,FORMACION DE GESTORES PUBLICOS EN DESARROLLOSOCIAL,1,,DIPLOMADO EN EL AÑO 2010,2021-03-14 14:20:15
1,136007,132296,1,2019,UNIVERSIDAD DE SAN MARCOS DE PORRAS,1,1,0,1,MAESTRIA EN EDUCACIÓN,1,,,2021-03-14 14:20:15
1,135803,132100,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135294,131599,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135335,131646,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135571,131865,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136433,132715,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136349,132649,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135861,132143,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136958,133268,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136585,132864,1,,EL PACIFICO,1,1,0,2,FORMACION Y ACTUALIZACION PARA CONSULTOR,1,,,2021-03-14 14:20:15
1,135593,131881,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135758,132054,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135918,132220,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136405,132697,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135986,132278,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136021,132306,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135982,132284,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136048,132338,1,,UNIVERSIDAD CESAR VALLEJOS,1,2,0,0,MAGISTER EN PSICOLOGÍA EDUCATIVA,1,,,2021-03-14 14:20:15
1,136743,133028,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136058,132346,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136478,132774,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135927,132294,1,,UNMSM,1,1,0,2,MAGISTER EN EDUCACION SUPERIOR,1,,,2021-03-14 14:20:15
1,135532,131825,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135836,132129,1,2013,UNIVERSIDAD CESAR VALLEJO,1,1,0,1,MAGISTER EN EDUCACION CON MENCION EN DOCENCIA Y GESTION EDUCATIVA,1,,,2021-03-14 14:20:15
1,135978,132258,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135897,132183,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136043,132330,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137278,133569,1,,UNIVERSIDAD NACIONAL DE TRUJILLO,2,0,0,0,DERECHO LABORAL Y SEGURIDAD SOCIAL,1,,,2021-03-14 14:20:15
1,137266,133562,1,,UNIVERSIDAD NACIONAL DE UCAYALI,2,0,0,0,MAESTRIA EN GESTION PUBLICA,1,,PRIMER CICLO,2021-03-14 14:20:15
1,137315,133604,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137298,133582,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137337,133626,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137261,133551,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137252,133540,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136386,132682,1,,UNIVERSIDAD PRIVADA DE TACNA,2,0,0,0,NINGUNO,1,,,2021-03-14 14:20:15
1,136422,132750,1,2015,UNIVERSIDAD DE TARAPACA - CHILE,1,1,0,1,MAGISTER EN DIRECCION Y GESTION DE EMPRESAS - MBA,1,,,2021-03-14 14:20:15
1,134906,131251,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134954,131293,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134146,130595,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136324,132678,1,1994,UNIVERSIDAD AUTONOMA DE MADRID - ESPAÑA,1,1,1,0,DOCTOR CIENCIAS ECONOMICAS,1,,,2021-03-14 14:20:15
1,136329,132622,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137320,133628,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137599,133907,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136832,133187,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137026,133390,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136539,132829,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136913,133227,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136545,132831,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136851,133154,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134674,131058,1,2018,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAESTRA EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,136886,133191,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134865,131243,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137878,134190,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134767,131155,1,,UNIVERSIDAD SAN MARTIN DE PORRES,2,0,0,0,MAESTRIA EN SOLUCIÓN DE CONFLICTOS,1,,,2021-03-14 14:20:15
1,134989,131323,1,2016,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,1,1,0,1,MAGISTER EN ADMINISTRACIÓN ESTRATÉGICA DE EMPRESAS,1,,,2021-03-14 14:20:15
1,137988,134314,1,,UNIVERSIDAD FEDERICO VILLAREAL,1,1,0,2,MAESTRIA EN DERECHO EMPRESARIAL,1,,,2021-03-14 14:20:15
1,134480,130876,1,,UNIVERSIDAD ANDINA NÉSTOR CÁCERES VELÁSQUEZ,1,1,0,2,EGRESADO,1,,,2021-03-14 14:20:15
1,136181,132559,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,1,0,2,DOCTORADO EN EDUCACION Y MAESTRIA EN EDUCACION,1,,ESTUDIOS CONCLUIDOS DE MAESTRIA  EN EL AÑO 2004-2005  Y  ESTUDIOS CONCLUIDOS DE  DOCTORADO 2006-2007,2021-03-14 14:20:15
1,136814,133094,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136023,132308,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136633,132913,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136999,133311,1,,UNIVERSIDAD NACIONAL DEL ALTIPLANO,1,2,0,0,MAESTRIA EN CONTABILIDAD Y ADMINISTRACIÓN: AUDITORIA Y TRIBUTACIÓN,1,,EGRESADO 2018,2021-03-14 14:20:15
1,137029,133334,1,,UNIVERSIDAD ANDINO NESTOR CACERES VELASQUEZ,1,1,0,2,ADMINISTRACION DE GERENCIA EDUCATIVA,1,,,2021-03-14 14:20:15
1,137345,133637,1,,UNIVERSIDAD NACIONAL DEL ALTIPLANO,1,1,0,2,MAESTRIA EN ADMINISTRACIÓN EDUCATIVA,1,,,2021-03-14 14:20:15
1,137484,133767,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137294,133577,1,,UNIVERSIDAD NACIONAL DEL ALTIPLANO,1,2,0,0,MAESTRIA EN CONTABILIDAD Y ADMINISTRACIÓN MENCIÓN: GESTIÓN EMPRESARIAL,1,,,2021-03-14 14:20:15
1,134933,131270,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137855,134167,1,2015,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,1,1,0,1,MAGISTER EN ESTADISTICA Y PHDC ECONOMIA,1,,,2021-03-14 14:20:15
1,135762,132567,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135250,131550,1,,UNIVERSIDAD SAN MARTIN DE PORRES,1,1,0,2,RELACIONES PUBLICAS,1,,,2021-03-14 14:20:15
1,135266,131782,1,,UNIVERSIDAD SAN MARTIN DE PORRES,1,1,0,2,DERECHO NOTARIAL Y REGISTRAL,1,,,2021-03-14 14:20:15
1,135598,131884,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135386,131689,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135420,131721,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135455,131751,1,,UNIVERSIDAD SAN MARTIN DE PORRES,1,1,0,2,GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,135789,132097,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135815,134242,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135372,131673,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135783,132087,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135873,132193,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135908,132195,1,2011,UNIVERSIDAD SAN IGNACIO DE LOYOLA S.A.,1,1,0,1,MAGISTER EN ADMINISTRACION DE NEGOCIOS,1,,,2021-03-14 14:20:15
1,135938,132224,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135955,132247,1,,ICPS - UAB,2,0,0,0,ANALISIS Y COMUNICACION POLITICA,1,,,2021-03-14 14:20:15
1,136699,132983,1,2010,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,1,1,1,0,DOCTOR EN EDUCACION,1,,,2021-03-14 14:20:15
1,137249,133542,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135255,131588,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137234,133526,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135362,131663,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137445,133721,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136220,132568,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136320,132609,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136418,132706,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136394,132781,1,2011,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN,1,1,1,0,DOCTOR EN DERECHO,1,,,2021-03-14 14:20:15
1,136730,133019,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136742,133155,1,,UNIVERISDAD DANIEL ALCIDES CARRION,1,1,0,2,EN PROCESO PROYECTO DE INVESTIGACION PARA OBTENER EL GRADO,1,,,2021-03-14 14:20:15
1,136755,133041,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136171,133389,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,1,0,2,.,1,,ESTUDIOS CONCLUIDOS DE LA MAESTRIA EN DERECHO LABORAL Y DE LA SEGURIDAD SOCIAL,2021-03-14 14:20:15
1,136203,132532,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136198,132985,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136217,132512,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136225,132521,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137601,133918,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137663,133961,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
